Player ID,Name,Country of Birth,Birthday,Residency,Team,Contract Expires,Role,Favorite Champs,Competitive IDs,Soloqueue IDs
Zeus,Choi Woo-je (최우제),South Korea,"January 31, 2004 (age 18)",KRKorea,⁠⁠T1,2022-11-21,Top Laner,"Jayce,",Wooje,KR: T1 Zeus우 제
